EC50_1,SMILES,EC50_0,EC50_2,EC50_3,EC50_4,EC50_5
,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)O)C(C)O,-0.3010299956639812,,-1.070037866607755,-0.6989700043360189,
,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,-0.9030899869919436,,,-2.0310042813635367,
,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,-2.096910013008056,,-1.9420080530223127,,
,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-1.1760912590556811,,-1.1760912590556811,,
,CCCCCN(C)CCC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,-1.9294189257142929,,-0.0,-1.5314789170422551,
,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,-2.3521825181113627,,,-2.355387657986574,
,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,-3.24551266781415,,-2.584331224367531,-2.7592480336546177,
,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,-1.7481880270062005,,,-0.7403626894942439,
,NNC(=O)c1ccncc1,-0.8750612633917001,,,-1.859338479128867,
,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,-2.397940008672037,-2.669006780958576,-2.375663613960885,-2.096910013008056,
,C/C(=C\c1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,-0.4771212547196624,,,-0.4771212547196624,
,NC(Cc1ccc(O)c(O)c1)C(=O)O,-2.255272505103306,,,,
,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,-8.204119982655925,,,-8.406114195235645,
,CC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)CSSCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2,-2.0,,,-2.028028723600244,
,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,-1.6020599913279625,-1.6020599913279625,,,
,COc1ccc2[nH]c3c(c2c1)CCNC31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,-0.9542425094393248,,,,
,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-1.1760912590556811,,,-1.3926969532596658,
,CC12CC3CC(C)(C1)CC(N)(C3)C2,-1.9030899869919435,,-1.6532125137753435,-1.9382694834629115,
,CN(C)CCN(Cc1cccs1)c1ccccn1,-1.1760912590556811,,,-0.8129133566428556,
,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-1.0,,,-1.423245873936808,
,COc1c2occc2cc2ccc(=O)oc12,-1.1139433523068367,,-1.9938769149412112,-0.6989700043360189,
,COC(C)(C)C,-2.6989700043360187,,,-2.421603926869832,
,C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,-3.1760912590556813,,,-2.848189116991399,
,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,-2.3010299956639813,-2.4771212547196626,,,
,CCCCN1CC(O)C(O)C(O)C1CO,-2.9586741242384,-2.255272505103306,-3.03154310833328,-3.141911630920288,
,Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,-2.3010299956639813,,-1.619788758288394,-1.6020599913279625,
,OCCN=CCNc1ccc(NCCNCCO)c2c(O)c3c(O)ccc(O)c3c(O)c12,-1.3010299956639813,,,-0.9030899869919436,
,NC(CCC(=O)O)C(=O)O,-0.0,,,-3.93597934219487,
,C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,-2.7617608341954742,-2.7269987279362624,-2.505149978319906,-2.720159303405957,
,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,-2.531478917042255,,,-2.531478917042255,
,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,-2.401400540781544,,-1.7817553746524688,-1.235528446907549,
,CN1CCCC1c1cccnc1,-1.8084360542881115,,,-1.3925616800980352,
,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12,-1.6232492903979006,-1.954242509439325,-1.9057958803678683,-1.9030899869919435,
,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,-2.7781512503836434,-2.7781512503836434,-2.7781512503836434,-2.195207549502754,
,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,-2.2174839442139063,,,-2.7671558660821804,
,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N,-1.3979400086720375,,-1.6434526764861874,,
,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,-0.6989700043360189,,,-0.8846065812979305,
,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,-2.255272505103306,,-2.255272505103306,-1.9867717342662448,
,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(O)=NO)cc1,-2.0,-1.8750612633917,,,
,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-0.6989700043360189,,-0.5440680443502757,-1.0258642040799246,
,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,-3.6020599913279625,,-3.0,,
,Cc1ccc(=O)n(-c2ccccc2)c1,-3.0,,-2.98838552153539,-3.041392685158225,
,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-1.146128035678238,,,-1.4313637641589874,
,CC(C)NCC(O)COc1cccc2ccccc12,-0.6020599913279624,,,-1.6020599913279625,
,NC(=O)c1cnccn1,-4.447158031342219,,,-4.271764185289855,
,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,-1.4771212547196624,,,-0.4771212547196624,
,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,-2.3010299956639813,,-1.6763887345811752,-1.7958800173440752,
,C#CCNC1CCc2ccccc21,-1.1760912590556811,,-1.2041199826559248,-1.230448921378274,
,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,-2.0589778599593376,-2.204119982655925,-1.8016323462331665,-2.3010299956639813,
,O=[PH](=O)(O)C(O)(Cc1cccnc1)[PH](=O)(=O)O,-1.505149978319906,,,-0.7781512503836436,
,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,-2.404406050921269,-1.6989700043360187,-1.6812412373755872,,
,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,-2.335314592824067,,-2.3082085802911045,,
,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,-1.414973347970818,,,,
,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,-2.4771212547196626,,-2.322219294733919,-2.1760912590556813,
,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-2.0791812460476247,,,-2.0791812460476247,
,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,-2.6989700043360187,,-1.6020599913279625,-2.0,
,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5/C=C\CCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,-2.556302500767288,,,-3.4771212547196626,
,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-1.8044801891059927,,-1.375663613960885,-1.3263358609287514,
,O=NO,-0.9030899869919436,,,-0.9030899869919436,
,NC(=O)OCC(N)Cc1ccccc1,-2.645422269349092,,-2.300305567669649,-2.130333768495006,
,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,-3.3010299956639813,-3.263241434774581,-2.912430013246087,-0.6020599913279624,
,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-1.5250448070368452,-1.806179973983887,-1.916453948549925,-1.635986111800833,
,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,-2.6020599913279625,,,-2.45484486000851,
,CNCC(O)C(O)C(O)C(O)CO,-1.0791812460476249,,-1.7883704155653295,-1.7634279935629371,
,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,-0.1760912590556812,,-2.00108438129222,-0.7781512503836436,
,CCC(=O)NCC1CC1c1cccc2c1CCO2,-2.544068044350276,-0.6989700043360189,-2.18089014193745,-2.406540180433955,
,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,-2.1760912590556813,,-2.170261715394957,-0.4259687322722812,
,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-1.4771212547196624,,,-2.0498638138403336,
,Cn1nnc2c(C(N)=O)ncn2c1=O,-0.3010299956639812,,-0.3010299956639812,,
,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,-0.0,,,,
,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,-3.0,,,-1.9590413923210936,
,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,-1.9867717342662448,,-2.2310871205848226,-1.7732987475892317,
,c1ccc2[nH]c(-c3cscn3)nc2c1,-1.1139433523068367,,-1.1139433523068367,-1.1613680022349748,
,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,-2.6020599913279625,,-1.870208760597288,,
,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,-6.903089986991944,,-0.4259687322722812,-1.0071785846271235,
,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,-3.0,,-1.7032913781186614,-1.960100647680116,
,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,-1.3222192947339193,,,,
,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,-0.3010299956639812,,-0.3010299956639812,,
,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,-0.0,,,,
,CC(C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)=CC(=O)O,-6.823908806088486,,-0.6020599913279624,-0.8325089127062363,
,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,-0.6989700043360189,,,-0.6989700043360189,
,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,-0.6020599913279624,,-2.5462341061067835,-0.8760584957056488,
,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,-2.3010299956639813,-0.3010299956639812,,,
,CCCC(CCC)C(=O)O,-1.1760912590556811,-1.1760912590556811,,-2.0322733058555174,
,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,-2.3010299956639813,,-1.7781512503836436,-2.439332693830263,
,c1cnc2cc3c(cc2n1)C1CNCC3C1,-2.0,,-1.4771212547196624,-0.7403626894942439,
,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,-1.670245853074124,-1.6989700043360187,-1.72153583223476,-1.8260748027008264,
,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,-2.740362689494244,,-2.7954938061297363,-2.6020599913279625,
,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,-2.628388930050312,,-1.9247714045076303,-1.8915881367649727,
,O=[PH](=O)(O)C(O)(Cn1ccnc1)[PH](=O)(=O)O,-1.548184610545108,,-0.6600519383056491,,
,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,-1.3979400086720375,,-2.3273589343863303,,
,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,,-1.4471580313422192,,-0.9030899869919436,
,CNCC(O)c1ccc(O)c(O)c1,,-7.301029995663981,,-0.7781512503836436,
,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,,-0.7269987279362623,,,
,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,-1.0,,-0.4259687322722812,
,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,,-0.4771212547196624,-1.4771212547196624,-0.3010299956639812,
,COC(=O)CCC(=O)CN,,-1.0,-2.628388930050312,-1.6989700043360187,
,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],,-2.2756951764686093,-2.587336734507256,-2.5599066250361124,
,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,-1.8750612633917,,-1.0,
,CN(C)C(=O)Oc1ccc[n+](C)c1,,-0.0,,-0.3010299956639812,
,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,-2.0,,-2.0,
,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,,-1.0,,,
,COCCOC1C(O)C(COP(=O)(S)OC2C(COP(=O)(S)OC3C(COP(=O)(S)OC4C(COP(=O)(S)OC5C(COP(=O)(S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(=O)(S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(=O)(S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(=O)(S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(=O)(S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(=O)(S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(=O)(S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(=O)(S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(=O)(S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(=O)(S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(=O)(S)OC6C(COP(=O)(S)OC7C(COP(=O)(S)OC8C(COP(=O)(S)OC9C(COP(=O)(S)OC%10C(CO)OC(n%11cnc%12c(N)ncnc%12%11)C%10OCCOC)OC(n%10cnc%11c(=O)[nH]c(N)nc%11%10)C9OCCOC)OC(n9cc(C)c(N)nc9=O)C8OCCOC)OC(n8cc(C)c(=O)[nH]c8=O)C7OCCOC)OC(n7cc(C)c(=O)[nH]c7=O)C6OCCOC)OC(n6cc(C)c(=O)[nH]c6=O)C5OCCOC)OC(n5cc(C)c(=O)[nH]c5=O)C4OCCOC)OC(n4cc(C)c(=O)[nH]c4=O)C3OCCOC)OC(n3cnc4c(N)ncnc43)C2OCCOC)OC1n1cc(C)c(=O)[nH]c1=O,,-0.6020599913279624,-1.5835765856339494,-1.1760912590556811,
,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(c4cccnc4)=CCC32)C1,,,-2.439332693830263,-2.6368220975871743,
,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,,,-7.146128066699271,-7.92427928812995,
,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,,,-0.6989700043360189,-0.7781512503836436,-0.6989700043360189
,CCCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(N)=O)C(C)C,,,-1.3010299956639813,,
,COc1ccc2cccc(CCNC(C)=O)c2c1,,,-2.096910013008056,,
,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,,-8.036096449259214,-0.6989700043360189,
,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,,,-0.4771212547196624,-1.1613680022349748,
,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,,,-2.292256071356476,-2.0,
,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O,,,-2.837053981681968,-3.014205413953746,
,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,,,-1.6434526764861874,,-1.6020599913279625
,CC1(C)SC2C(/N=C/N3CCCCCC3)C(=O)N2C1C(=O)O,,,-2.066946789630613,-4.116441697539312,
,Nc1ccncc1N,,,-0.4771212547196624,-1.568201724066995,
,Nc1ccncc1N,,,-0.4771212547196624,-1.568201724066995,
,Nc1ccncc1N,,,-1.3010299956639813,-1.568201724066995,
,Nc1ccncc1N,,,-1.3010299956639813,-1.568201724066995,
,NCC(=O)CCC(=O)O,,,-2.0,,
,Cn1c(=O)c2[nH]cnc2n(C)c1=O,,,-1.0791812460476249,-1.2430380486862944,
,CN(C)CCC=C1c2ccccc2CCc2ccccc21,,,-0.9542425094393248,-1.0280287236002437,
,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,,,-1.3979400086720375,,-1.2787536009528289
,CNCCC(Oc1ccccc1C)c1ccccc1,,,-1.293730756922482,,
,CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,,-2.617000341120899,-3.255272505103306,
,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,,,-1.0,-1.213074825308851,
,O=C(c1ccccc1)c1ccccc1,,,-1.4471580313422192,-0.4771212547196624,
,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,,,-1.146128035678238,,
,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,,-2.397940008672037,,
,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,,,-2.6020599913279625,,
,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,,,-3.0301441417228645,,
,CCCCC(NC(C)=O)C(=O)NC1CC(=O)NCCCCC(C(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2c[nH]cn2)NC1=O,,,-1.7520484478194385,-1.8750612633917,
,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,,,-2.255272505103306,,
,CCCC1CC(=O)N(C(CC)C(N)=O)C1,,,-2.583576585633949,,
,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,,-1.4259687322722812,-1.4771212547196624,
,Cn1c(=O)c2c(ncn2C)n(C)c1=O,,,-1.812913356642856,,-1.6989700043360187
,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,-1.0,,
,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,,,-2.2247919564926817,-1.845098040014257,
,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,,,-2.903089986991944,-2.271841606536499,
,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,,,-1.484299839346786,,
,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,,,-3.0,-1.4471580313422192,
,O=C(NC1C(=O)N2C(C(=O)O)C(=CSc3nnnn3CS(=O)(=O)O)CSC12)C(O)c1ccccc1,,,-2.0,,
,CC1OC2(CS1)CN1CCC2CC1,,,-1.6056641155967877,,
,CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3C(O)CC12C,,,-8.92569876119301,,-7.951823054725721
,Nc1ccn(CC(CO)OC[PH](=O)(=O)O)c(=O)n1,,,-0.6989700043360189,,-2.0
